"TIME","GEO","INDIC_IL","UNIT","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"2018","Denmark","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","31,092",""
"2018","Germany (until 1990 former territory of the FRG)","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","22,105",""
"2018","Estonia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","10,572",""
"2018","Ireland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years",":",""
"2018","Greece","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","7,660",""
"2018","Spain","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","14,882",""
"2018","France","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","21,513",""
"2018","Croatia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","6,995",""
"2018","Italy","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","18,243",""
"2018","Cyprus","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","14,874",""
"2018","Latvia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","7,336",""
"2018","Lithuania","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","6,809",""
"2018","Luxembourg","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","40,370",""
"2018","Hungary","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","5,570",""
"2018","Malta","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","16,811",""
"2018","Netherlands","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","23,766",""
"2018","Austria","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","26,358",""
"2018","Poland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","6,321",""
"2018","Portugal","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","9,983",""
"2018","Romania","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","3,620",""
"2018","Slovenia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","12,939",""
"2018","Slovakia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years",":",""
"2018","Finland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","24,499",""
"2018","Sweden","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","27,934",""
"2018","United Kingdom","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years",":",""
"2018","Iceland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years",":",""
"2018","Norway","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","41,042",""
"2018","Switzerland","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years","43,685",""
"2018","North Macedonia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years",":",""
"2018","Serbia","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years",":",""
"2018","Turkey","Median equivalised net income","Euro","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","From 18 to 64 years",":",""
